,Name,Sex,Equipment,Age,BodyweightKg,BestSquatKg,BestDeadliftKg,BestBenchKg
14765,Peter Dang,M,Raw,31.0,74.1,177.5,227.5,120.0
14766,Beracah Pettsen,M,Wraps,25.0,123.38,201.85,260.82,149.69
14767,Steve Caba,M,Raw,37.5,79.0,157.5,187.5,115.0
14768,Joshua Anderson,M,Raw,29.5,97.1,220.0,232.5,167.5
14769,Aniekan Akpaninyie,M,Raw,27.0,95.8,190.0,272.5,132.5
14770,Dion Palmer,M,Raw,26.5,91.9,210.0,230.0,125.0
14771,Nicholas Emmick,M,Raw,23.0,103.33,195.0,272.5,145.0
14772,Tracy Jones,F,Raw,34.0,63.05,112.5,142.5,52.5
14773,Aaron Haines,M,Raw,30.5,62.6,110.0,170.0,82.5
14774,Neil Hedgepeth,M,Wraps,37.0,121.43,227.5,227.5,115.0
14775,Sue Price,F,Wraps,52.0,67.8,100.0,152.5,80.0
14776,Artyom Bespalov,M,Wraps,23.0,82.3,230.0,250.0,122.5
14777,Tjay Bettles,M,Wraps,37.0,111.6,222.5,230.0,115.0
14778,Marcellus Williams,M,Raw,22.5,73.8,205.0,227.5,142.5
14779,Chase Unbehagen,M,Raw,21.0,97.2,230.0,255.0,177.5
14780,Mihn Sanchez,F,Raw,29.0,66.6,137.5,137.5,47.5
14781,Matt Blankenberger,M,Raw,36.0,122.0,232.5,285.0,175.0
14782,Victoria Ruiz,F,Wraps,36.0,67.1,67.5,137.5,60.0
14783,Bonnie Miller,F,Single-ply,33.0,58.6,120.0,130.0,92.5
14784,Jun He,M,Raw,24.5,66.0,165.0,185.0,90.0
14785,Remington Poulter,M,Raw,10.5,34.9,35.0,57.5,22.5
14786,Antonio Thomas,M,Raw,21.0,87.6,227.5,290.0,132.5
14787,Logan Cox,M,Raw,17.5,91.7,227.5,282.5,147.5
14788,Addison Turney,M,Wraps,25.0,94.8,160.0,165.0,120.0
14789,M. Mitchell,M,Single-ply,41.5,109.9,325.0,300.0,192.5
14790,Emily Armstrong,F,Wraps,27.0,99.4,112.5,140.0,62.5
14791,Richard Smith,M,Multi-ply,44.0,89.36,272.5,237.5,145.0
14792,Nicolas Jackson,M,Raw,22.0,107.9,220.0,240.0,157.5
14793,Lauren Bain,F,Raw,27.5,55.5,100.0,127.5,62.5
14794,Blaine Sumner,M,Single-ply,28.5,169.09,465.0,325.0,355.0
14795,Rudy Alcantar,M,Raw,32.0,106.1,182.5,227.5,147.5
14796,Khris Collins,M,Raw,30.0,74.7,152.5,195.0,100.0
14797,Artem Zaitsev,M,Raw,29.5,82.6,260.0,300.0,167.5
14798,Frank Oben,M,Raw,23.0,79.4,192.5,247.5,122.5
14799,Dean Femera,M,Raw,26.5,90.4,150.0,182.5,122.5
14800,Jeremy Ramirez,M,Raw,17.0,90.0,174.63,204.12,136.08
14801,April Shumaker,F,Wraps,50.0,50.2,132.5,147.5,95.0
14802,Sonia Manaena,F,Single-ply,46.5,120.24,222.5,227.5,140.0
14803,Raynard Taylor,M,Single-ply,19.5,82.7,325.0,290.0,187.5
14804,David Coimbra,M,Single-ply,28.5,91.59,335.0,320.0,207.5
14805,Kaleb Barrett,M,Wraps,30.0,74.16,150.0,200.0,110.0
14806,Brandon Hardy,M,Raw,22.0,81.1,152.5,230.0,137.5
14807,Nathalie Moen Balhald,F,Raw,22.5,56.9,145.0,175.0,70.0
14808,Kim Price,F,Single-ply,21.0,60.0,142.5,145.0,107.5
14809,Obed Hernandez,M,Single-ply,14.0,86.18,192.5,187.5,127.5
14810,Shari Davis,F,Raw,53.0,84.0,90.0,102.5,52.5
14811,Chuck Verret,M,Raw,43.0,67.0,140.0,187.5,97.5
14812,Madai Nguyen,F,Raw,26.0,61.92,105.0,127.5,65.0
14813,Philip DeLa Rosa,M,Single-ply,50.0,111.58,240.0,227.5,200.0
14814,Cessy Hockett,F,Raw,29.5,51.4,100.0,127.5,70.0
14815,Elizabeth Turner,F,Raw,20.5,71.89,120.0,142.5,72.5
14816,Samantha Cox,F,Wraps,30.0,67.5,142.5,182.5,72.5
14817,Karen Mroz,F,Raw,31.5,59.5,50.0,90.0,45.0
14818,Ronald Jackson,M,Raw,19.0,72.9,150.0,227.5,102.5
14819,Becky Rich,F,Raw,36.0,58.8,137.5,155.0,97.5
14820,Anna Grace Scott,F,Single-ply,18.5,70.8,150.0,155.0,60.0
14821,Natalia Salnikova,F,Single-ply,30.5,50.88,210.0,180.0,135.0
14822,Siim Jurgenstein,M,Raw,22.5,65.15,182.5,217.5,127.5
14823,Monica Parucho,F,Single-ply,21.5,57.26,87.5,100.0,35.0
14824,Lil Bianchi Kimble,F,Wraps,33.0,50.5,130.0,170.0,65.0
14825,Ryan Ridolphi,M,Wraps,29.0,97.1,187.5,237.5,145.0
14826,Tatiana Didenko,F,Single-ply,17.5,83.26,170.0,160.0,107.5
14827,Pavel Lelikov,M,Wraps,24.0,86.4,240.0,240.0,125.0
14828,Andrew Hill,M,Raw,25.5,102.8,225.0,255.0,160.0
14829,Matt Scoggins,M,Wraps,29.0,92.8,190.0,210.0,160.0
14830,Taylor Atwood,M,Raw,27.5,73.74,255.0,277.5,190.0
14831,Chuck Salerno,M,Wraps,22.0,108.3,190.0,200.0,142.5
14832,Nathaniel Hancock,M,Raw,38.5,92.74,235.0,245.0,180.0
14833,Cesar Acosta,M,Raw,28.0,122.0,222.5,230.0,150.0
14834,Adrian Tucker,M,Multi-ply,53.0,86.8,310.0,250.0,195.0
14835,Bethany McKenzie,F,Raw,21.5,61.15,90.0,120.0,52.5
14836,Harvey Pendleton,M,Raw,67.0,86.32,100.0,187.5,80.0
14837,Britney Wright,F,Single-ply,14.5,51.9,130.0,142.5,45.0
14838,Vicki O'Brien,F,Raw,54.5,62.45,112.5,182.5,77.5
14839,James Rue,M,Raw,29.0,73.1,190.0,217.5,102.5
14840,John Stott,M,Wraps,50.0,87.54,170.0,182.5,82.5
14841,Pete Rubish,M,Raw,24.0,108.6,327.5,360.0,197.5
14842,Audrey Jaksich,F,Raw,26.0,62.9,130.0,167.5,100.0
14843,Blanka Baudyšová,F,Wraps,45.0,58.6,100.0,115.0,55.0
14844,Scott Latour,M,Raw,40.0,133.99,227.5,250.0,185.0
14845,Zachary Langdon,M,Raw,28.0,124.28,310.0,345.0,197.5
14846,Annaliese Blair,F,Raw,15.5,55.7,82.5,90.0,47.5
14847,Coby Payne,M,Wraps,22.0,100.0,187.5,220.0,152.5
14848,Cloe Winters,F,Single-ply,16.5,72.7,152.5,155.0,55.0
14850,Jennifer McUne,F,Wraps,35.0,95.98,111.13,149.69,63.5
14851,Lee Powell,M,Wraps,31.0,81.6,215.0,275.0,137.5
14852,Ramon Burgos,M,Single-ply,26.5,102.2,337.5,347.5,210.0
14853,Bob Yamasaki,M,Raw,62.0,73.7,195.0,240.0,112.5
14854,Mark Glusica,M,Wraps,27.0,151.5,230.0,320.0,192.5
14855,Ashley Kemp,F,Raw,18.5,82.0,92.5,120.0,47.5
14856,Sue Ann Pack,F,Single-ply,60.0,81.6,117.5,132.5,90.0
14857,Matt Middleton,M,Wraps,28.0,99.5,320.0,300.0,200.0
14858,Michael Rooshanfekr,M,Raw,26.0,101.35,235.0,272.5,195.0
14859,Jo Armas,M,Raw,26.0,66.22,175.0,225.0,120.0
14860,Jake Impastato,M,Raw,33.0,99.2,245.0,277.5,190.0
14861,Shareef Odah,M,Raw,16.5,64.7,115.0,142.5,85.0
14862,Brianna Ziegler,F,Raw,20.5,83.9,140.0,167.5,90.0
14863,Angel Compton,F,Wraps,30.0,82.4,187.5,192.5,112.5
14864,Christopher Broussard,M,Single-ply,20.5,92.1,262.5,255.0,167.5
14865,James Perdicaris,M,Raw,19.0,88.4,187.5,240.0,115.0
14866,Benjamin Pauza,M,Raw,18.0,81.75,177.5,207.5,125.0
14867,Curt Winters,M,Wraps,31.0,65.59,135.0,190.0,95.0
14868,Adam Wellington,M,Wraps,28.0,99.45,250.0,290.0,150.0
14869,Chris Leblanc,M,Raw,40.0,82.5,160.0,210.0,110.0
14870,Jackson Pugh,M,Wraps,25.0,74.8,245.0,250.0,135.0
14871,Enkhbat Sanduijav,M,Raw,41.5,73.6,200.0,237.5,127.5
14872,Ariana Alberici,F,Raw,19.0,66.2,85.0,110.0,52.5
14873,Nam Do,M,Raw,27.5,73.2,240.0,255.0,170.0
14874,Kara King,F,Raw,45.5,50.3,107.5,135.0,60.0
14875,Leah Hendrickson,F,Raw,19.0,67.5,104.33,122.47,65.77
14876,Benjamin Hennequin,M,Raw,32.5,92.56,295.0,287.5,160.0
14877,Anthony Diez,M,Raw,19.0,87.8,217.5,260.0,122.5
14878,Sani Sanileva,M,Raw,40.5,102.7,232.5,230.0,145.0
14879,Rory Barton-Grimley,M,Raw,25.0,86.18,200.0,235.0,122.5
14880,David Garcia,M,Raw,24.5,82.9,202.5,232.5,132.5
14881,Yvy Llambes,F,Raw,33.5,67.9,155.0,160.0,77.5
14882,Brian Sargis,M,Raw,24.0,78.5,150.0,200.0,110.0
14883,Alexander Kania,M,Raw,18.5,88.4,140.0,160.0,102.5
14885,Kallie Bratlien,F,Raw,32.0,59.2,85.0,115.0,52.5
14886,Matthew Perez,M,Wraps,17.0,96.52,137.5,160.0,107.5
14887,Robert Hartborger,M,Raw,30.0,87.5,215.0,185.0,175.0
14888,Andrew Casertano,M,Wraps,30.0,74.7,207.5,217.5,140.0
14889,Ashlee Wetherbee,F,Raw,24.5,50.2,85.0,107.5,55.0
14890,Taras Chavarha,M,Raw,22.0,74.43,187.5,227.5,130.0
14891,Barrett Prudue,M,Raw,32.0,137.0,327.5,320.0,245.0
14892,Kelly Gomez,F,Raw,32.5,51.25,85.0,140.0,52.5
14893,Malinali Hernandez,M,Raw,26.0,66.4,107.5,115.0,50.0
14894,Andrew Counceller,M,Raw,44.0,73.4,130.0,185.0,92.5
14895,Mitchell Ward,M,Wraps,33.0,98.4,227.5,247.5,157.5
14896,Hailey Hankins,F,Raw,18.5,58.5,92.5,130.0,52.5
14897,Joshua Hyman,M,Raw,38.0,89.18,157.5,227.5,122.5
14898,Nick Taylor,M,Raw,31.0,89.94,180.0,205.0,100.0
14899,Charlotte Clem,F,Raw,23.5,65.2,100.0,127.5,57.5
14900,Robert Johnson,M,Raw,28.0,163.5,215.0,195.0,122.5
14901,Michael Jack,M,Single-ply,22.5,68.2,195.0,242.5,125.0
14902,Kenny Vu,M,Raw,19.0,120.6,250.0,250.0,137.5
14903,Jeremy Fraser,M,Raw,23.5,70.0,170.0,225.0,110.0
14904,Andrea Dvorak,F,Raw,17.5,68.8,92.5,117.5,45.0
14905,Nick Mitchell,M,Raw,37.0,97.2,190.0,215.0,142.5
14906,Alyssa Lee,F,Raw,26.5,81.1,145.0,150.0,80.0
14907,Daryll Zeiser,M,Wraps,26.0,74.39,183.7,226.8,138.35
14908,Johnathan Santana,M,Raw,22.5,81.5,262.5,310.0,157.5
14909,Ben Middleton,M,Raw,25.5,117.7,215.0,250.0,152.5
14910,Rhiannan Smith,F,Raw,24.0,59.0,77.5,130.0,60.0
14911,Tahlea Nicolas,F,Raw,23.5,77.95,140.0,165.0,87.5
14912,Emily Sparks,F,Raw,33.0,68.5,115.0,155.0,60.0
14913,Brian Wegner,M,Raw,14.0,54.1,70.0,87.5,47.5
14914,Chidiebere Iwvoha,M,Raw,19.5,103.8,200.0,240.0,125.0
14915,Sergio Gallegos,M,Raw,31.0,81.4,160.0,192.5,120.0
14916,Kevin Burger,M,Raw,32.0,75.3,195.0,245.0,125.0
14917,Spencer Hammond,M,Raw,18.5,87.43,205.0,257.5,142.5
14918,Cody Pruitt,M,Raw,19.5,100.9,220.0,247.5,165.0
14919,Nerijus Cekas,M,Wraps,37.0,120.6,355.0,340.0,210.0
14920,Tommy Mason,M,Wraps,45.0,128.0,278.96,206.38,215.46
14921,Matt Holbert,M,Raw,38.0,108.2,235.0,265.0,170.0
14922,Cody Lefever,M,Raw,26.0,66.5,185.0,232.5,125.0
14923,Sofiane Belkesir,M,Single-ply,32.5,104.7,390.0,355.0,272.5
14924,Jack Ellis,M,Raw,28.0,82.0,200.0,232.5,132.5
14925,Rob Landolina,M,Raw,43.0,110.0,251.74,294.84,154.22
14926,Michael Stiglbauer,M,Single-ply,28.5,71.71,220.0,210.0,180.0
14927,DeVaughn Smith,M,Raw,24.0,87.5,187.5,227.5,160.0
14928,Leon Brown,M,Raw,50.5,104.7,285.5,105.0,224.5
14929,Clinton Kinley,M,Single-ply,20.5,93.7,302.5,255.0,215.0
14930,Jeremy Riney,M,Wraps,26.0,66.22,136.08,181.44,88.45
14931,Shyami Murphy,F,Raw,48.5,45.38,92.5,107.5,42.5
14932,Aaron Boyd,M,Raw,28.5,88.9,255.0,302.5,150.0
14933,Kayla Lindsay,F,Raw,26.0,81.28,120.0,157.5,67.5
14934,Cali Nguyen,F,Raw,24.0,55.79,117.5,137.5,42.5
14935,Rob Almazan,M,Raw,28.0,67.6,175.0,217.5,115.0
14936,Steve Kylis,M,Wraps,64.0,87.0,200.0,160.0,130.0
14937,Chris Monachino,M,Raw,28.0,103.2,175.0,210.0,110.0
14938,Charlene Vasquez,F,Wraps,33.0,67.22,80.0,117.5,50.0
14939,Klint Conroy,M,Raw,22.5,92.3,197.5,232.5,140.0
14940,Heather Richardson,F,Raw,27.5,69.0,70.0,95.0,55.0
14941,Casey Krajenka,M,Raw,24.0,79.8,185.0,227.5,142.5
14942,Amanda Gleeson,F,Raw,26.0,66.0,72.5,97.5,45.0
14943,Alexander Hunter,M,Raw,27.0,97.98,202.5,237.5,162.5
14944,Miriam Schwabe,F,Raw,24.5,59.59,137.5,152.5,77.5
14945,Brendan Zane,M,Raw,19.0,92.7,217.5,260.0,127.5
14946,Andrew Corlett,M,Raw,32.0,89.54,250.0,272.5,160.0
14947,Jordan Houser,M,Wraps,24.0,87.6,210.0,235.0,132.5
14948,Austin Winsor,M,Raw,17.5,90.7,197.5,220.0,117.5
14949,Kelsey Conway,F,Wraps,25.0,64.3,108.86,124.74,63.5
14950,Ronald Herron,M,Single-ply,81.5,107.0,170.0,195.0,90.0
14951,Tim Searles,M,Raw,44.0,104.42,182.5,250.0,157.5
14952,Thomas Soto,M,Raw,26.5,92.8,135.0,182.5,105.0
14953,Anthony Ferrara,M,Wraps,20.0,81.83,158.76,192.78,113.4
14954,Rodrigo Manzo,M,Raw,23.5,65.58,212.5,277.5,145.0
14955,Aleksey Sokolov,M,Wraps,27.0,98.5,225.0,230.0,130.0
14956,Mohamed Lakehal,M,Raw,33.5,59.0,220.0,240.0,110.0
14957,Cassie Kratt,F,Single-ply,15.5,57.83,154.2,152.0,56.7
14958,Sergio Cruz,M,Single-ply,22.5,82.4,170.0,215.0,97.5
14959,Maleah Kennedy,F,Raw,17.5,87.7,150.0,160.0,75.0
14960,Nicholas Smith,M,Raw,27.5,91.1,192.5,220.0,120.0
14961,Padraic O'Neill,M,Raw,23.5,89.4,200.0,275.0,145.0
14962,Dylan Bergin,M,Raw,19.5,90.45,200.0,255.0,120.0
14963,Chris McLeod,M,Raw,32.0,112.9,200.0,275.0,142.5
14964,Megan Tanzer,F,Raw,32.5,68.46,120.0,145.0,75.0
14965,Charmaine Solis,F,Single-ply,21.5,52.4,100.0,105.0,42.5
14966,Danny Grigsby Jr,M,Raw,20.0,97.07,290.0,332.5,137.5
14967,Joel Dircks,M,Raw,34.0,137.26,265.0,285.0,195.0
14968,Kevin Varriale,M,Raw,24.0,90.0,227.5,257.5,147.5
14969,Idelfonso Pardo,M,Single-ply,41.5,101.76,300.0,270.0,250.0
14970,Michael Meinzer,M,Raw,33.0,105.41,227.5,272.5,165.0
14971,Tami Lacy,F,Wraps,55.0,50.35,55.0,77.5,42.5
14972,Sam Lukes,M,Raw,30.0,74.84,205.0,217.5,125.0
14973,Mark Sanchez,M,Wraps,37.0,103.2,160.0,215.0,117.5
14974,Katie Salerni,F,Single-ply,20.5,71.4,145.0,167.5,95.0
14975,Jen Arnold,F,Wraps,42.0,114.7,130.0,137.5,62.5
14976,Jacob Elliff,M,Raw,36.0,81.55,150.0,165.0,102.5
14977,Kali Mendez,F,Single-ply,19.5,60.3,110.0,127.5,60.0
14978,Norma Nieves,F,Single-ply,44.5,80.1,210.0,200.0,115.0
14979,Rebecca Pranger,F,Raw,20.5,62.4,105.0,145.0,57.5
14980,Travis Grenon,M,Multi-ply,22.0,97.43,322.5,300.0,252.5
14981,Maliek Derstine,M,Single-ply,22.0,74.7,277.5,282.5,220.0
14982,Kerrin Gibbs,M,Raw,24.5,115.1,250.0,292.5,170.0
14983,John Pearson,M,Wraps,35.0,84.82,150.0,187.5,92.5
14984,David Park,M,Wraps,21.0,81.65,180.0,217.5,132.5
14985,Jonathan Kocabas,M,Single-ply,30.5,89.28,230.0,250.0,170.0
14986,Joel McCaughan,M,Wraps,25.0,105.0,310.0,300.0,200.0
14987,Jaimie Makowski,F,Raw,28.0,145.45,137.5,132.5,57.5
14988,Justin Collan,M,Raw,15.0,75.0,142.88,165.56,83.91
14989,Karen Nelson,F,Raw,50.0,51.15,65.0,90.0,35.0
14990,Bruce Kinsey,M,Raw,28.5,78.2,162.5,180.0,87.5
14991,Sean Queller,M,Raw,38.5,69.8,167.5,220.0,75.0
14992,Jared Scott,M,Raw,26.5,78.9,210.0,230.0,130.0
14993,John Ross,M,Raw,50.5,113.65,165.0,180.0,150.0
14994,David Tryhuba,M,Raw,25.5,97.25,160.0,220.0,112.5
14996,Heli Jokela,F,Raw,22.5,62.18,140.0,160.0,90.0
14997,Jacob Aaron,M,Raw,22.5,126.2,262.5,267.5,170.0
14998,Adam Hanaker,M,Raw,17.0,76.34,142.5,167.5,115.0
14999,David Athey,M,Multi-ply,23.0,80.97,282.5,250.0,192.5
15000,John Dueno,M,Raw,22.0,72.1,110.0,185.0,97.5
15001,Melissa Patrick,F,Raw,23.5,62.22,70.0,120.0,55.0
15002,Cynthia Walker,F,Raw,42.0,99.1,137.5,127.5,72.5
15003,Hardu Virks-Lee,M,Raw,25.5,79.1,200.0,215.0,130.0
15004,Marie Hauschild,F,Single-ply,21.5,62.36,180.0,160.0,95.0
15005,Erica Schnitker,F,Wraps,28.0,58.4,122.5,162.5,70.0
15006,Jonathan Cole,M,Raw,27.5,80.3,147.5,190.0,95.0
15007,Eric Hess,M,Raw,24.0,73.5,190.0,202.5,140.0
15008,Emily St. Germain,F,Single-ply,18.5,77.5,127.5,137.5,75.0
15009,Aleksey Sizov,M,Raw,36.0,94.0,265.0,297.5,200.0
15010,Dylan Bartz,M,Wraps,26.0,129.1,292.5,275.0,205.0
15011,Matthew Petry,M,Raw,17.5,104.6,165.0,205.0,105.0
15012,Lucy Galpin,F,Raw,61.0,72.3,55.0,97.5,37.5
15013,Autumn Suchyta,F,Raw,19.5,46.2,55.0,90.0,35.0
15014,Sara Argiolas,F,Raw,34.5,57.05,87.5,110.0,52.5
15015,Linda Okoro,F,Raw,29.0,75.0,152.5,207.5,85.0
15016,Chris Macera,M,Raw,21.0,67.72,170.0,195.0,137.5
15017,Chad Drecksel,M,Single-ply,61.0,104.1,230.0,250.0,160.0
15018,Liubov Zamula,F,Raw,19.5,42.16,80.0,105.0,37.5
15019,Lutchmi Sookram,F,Raw,18.5,50.11,82.5,130.0,47.5
15020,Christopher Knight,M,Raw,32.0,122.1,270.0,305.0,227.5
15021,Garron Fawcett,M,Wraps,20.0,94.15,235.0,265.0,150.0
15022,Christopher Alexander,M,Raw,23.5,64.9,150.0,187.5,90.0
15023,Jason Pharis,M,Raw,20.5,103.5,177.5,210.0,125.0
15024,Leticia Folan,F,Raw,21.5,62.9,105.0,110.0,50.0
15025,Chris Brusato,M,Wraps,28.0,94.9,275.0,282.5,182.5
15026,Raven Martinez,F,Raw,20.5,50.5,97.5,122.5,50.0
15027,Wendy Munoz,F,Raw,28.0,66.7,117.5,137.5,60.0
15028,Sebastian Ortiz,M,Raw,17.0,56.0,125.0,162.5,92.5
15029,Carey Spark,M,Raw,25.5,90.6,162.5,210.0,120.0
15030,Ryan Vinh,M,Raw,16.5,73.8,150.0,190.0,85.0
15031,Stephanie Lavoy,F,Single-ply,16.5,47.04,129.3,122.5,61.2
15032,Miguel De La Torre,M,Raw,39.0,97.7,182.5,220.0,110.0
15033,Andre McGee,M,Single-ply,22.0,63.6,95.0,115.0,67.5
15034,Ciara Lara,F,Raw,17.5,51.4,97.5,115.0,42.5
15035,Jovanka Bursac,F,Raw,26.5,91.35,150.0,162.5,77.5
15036,Andrew Geris,M,Wraps,16.0,64.6,80.0,145.0,70.0
15037,Junko Kitamura,F,Single-ply,56.5,43.9,115.0,117.5,77.5
15038,Albert Tamayo,M,Raw,54.0,98.29,60.0,215.0,137.5
15039,Mitchell Keo,M,Raw,20.5,69.7,142.5,200.0,95.0
15040,Ethan Walters,M,Single-ply,17.5,114.4,265.0,232.5,137.5
15041,Heidi Bowser,F,Raw,52.0,65.1,122.5,137.5,82.5
15042,Josue Morales,M,Single-ply,18.5,65.6,182.5,185.0,115.0
15043,Alexander Munsee,M,Raw,19.0,74.39,167.5,215.0,112.5
15044,Angie Torres,F,Raw,47.0,95.0,72.5,107.5,42.5
15045,Melva Chavez,F,Raw,40.0,66.68,80.0,112.5,50.0
15046,Gabriel Leyva,M,Raw,19.0,68.72,140.0,177.5,97.5
15047,Susan Maguire,F,Raw,53.5,71.9,107.5,130.0,65.0
15048,Alec Hansen,M,Wraps,23.0,99.79,170.1,215.46,142.88
15049,Andrew Chastain,M,Wraps,21.0,88.68,310.0,252.5,162.5
15050,Josh Winterrowd,M,Raw,20.0,109.09,272.5,272.5,160.0
15051,Brett Lenaburg,M,Wraps,26.0,99.16,275.0,260.0,165.0
15052,Nathan Kelley,M,Raw,32.0,80.7,175.0,215.0,137.5
15053,Steve Lopez,M,Wraps,40.0,115.94,227.5,242.5,155.0
15054,Roselyn Mejia,F,Raw,25.0,64.9,70.0,107.5,40.0
15055,Nathaniel Eisworth,M,Raw,28.0,120.1,195.0,242.5,137.5
15056,Derrick Healy,M,Raw,25.5,91.5,220.0,277.5,150.0
15057,Cheng Salee,M,Wraps,34.0,81.6,237.5,257.5,137.5
15058,CJ Mendoza,M,Wraps,24.0,59.8,147.5,210.0,110.0
15059,Ceasar Domingo,M,Raw,21.5,81.5,215.0,260.0,135.0
15060,Kristen Hutchins,F,Raw,22.0,66.5,112.5,147.5,62.5
15061,Jan Jiruše,M,Wraps,25.0,112.2,275.0,315.0,190.0
15062,Holly Miller,F,Raw,36.5,88.1,105.0,127.5,77.5
15063,Peter Wong,M,Single-ply,24.0,63.288,130.0,180.0,80.0
15064,Kelli Ennis,F,Raw,26.5,45.4,107.5,132.5,55.0
15065,Levon Kocharyan,M,Raw,29.5,73.63,175.0,185.0,155.0
15066,Joshua Battersby,M,Raw,20.0,105.82,242.5,260.0,147.5
15067,Timothy Kunyz,M,Raw,25.0,78.15,182.5,220.0,122.5
15068,Donnie Kiernan,M,Wraps,34.0,138.6,280.0,292.5,197.5
15069,Marlena Gabriel,F,Raw,25.5,71.0,137.5,172.5,75.0
15070,Gary Hunter,M,Wraps,27.0,59.96,147.5,207.5,90.0
15071,Matthew Richards,M,Raw,17.0,86.2,165.0,182.5,110.0
15072,Jake Clinch,M,Wraps,27.0,107.5,250.0,260.0,170.0
15073,Daniela Kilgore,F,Raw,36.5,80.6,135.0,175.0,82.5
15074,Théo Brillanti-Derien,M,Raw,20.5,102.28,220.0,252.5,137.5
15075,Jonathan Iloreta,M,Raw,22.0,65.14,157.5,215.0,107.5
15076,Val Patao,M,Raw,49.0,109.2,230.0,242.5,100.0
15077,Patt Porter,M,Wraps,42.0,135.8,295.0,317.5,220.0
15078,Xavier Romero,M,Wraps,20.0,74.0,247.5,265.0,120.0
15079,Andrea Corder,F,Raw,23.0,73.9,115.0,160.0,77.5
15080,Roberto Alessio,M,Raw,56.5,102.45,180.0,232.5,100.0
15081,Rikesh Patel,M,Raw,21.5,74.0,182.5,205.0,112.5
15082,Austin Pagani,M,Wraps,20.0,106.5,226.8,278.96,167.83
15083,Joshua Park,M,Raw,38.5,81.26,192.5,222.5,132.5
15084,Kazuma Urakawa,M,Single-ply,17.5,64.8,185.0,172.5,110.0
15085,Aaron Sampson,M,Raw,19.0,122.0,195.0,240.0,130.0
15086,Landon Cross,M,Raw,31.5,93.0,195.0,230.0,140.0
15087,Cody Farmer,M,Wraps,20.0,83.91,165.56,199.58,102.06
15088,Gabe Overton,M,Wraps,16.0,91.4,242.5,210.0,157.5
15089,James Starr,M,Raw,24.5,115.5,155.0,220.0,117.5
15090,Jonathon Reisz,M,Raw,44.5,118.3,240.0,272.5,150.0
15091,Tim Ilgunas,M,Wraps,29.0,88.6,250.0,242.5,187.5
15092,Rick Anderson,M,Raw,62.0,66.8,125.0,145.0,95.0
15093,Arjun Goswami,M,Raw,20.5,90.8,197.5,232.5,132.5
15094,Aleil Riley,M,Single-ply,21.5,64.0,195.0,227.5,110.0
15095,Rachel Hayden,F,Raw,33.0,81.19,127.5,125.0,77.5
15096,Rita Carlsson,F,Multi-ply,65.0,59.95,187.5,172.5,57.5
15097,Jonathan Bbarr,M,Wraps,19.0,84.4,177.5,197.5,107.5
15098,Sofia Loft,F,Raw,25.5,51.65,148.0,170.0,92.5
15099,Sophia Fry,F,Raw,10.0,54.0,47.5,60.0,25.0
15100,Alex Pak,M,Raw,22.5,63.0,152.5,190.0,87.5
15101,Blake Parado,M,Raw,25.0,81.1,180.0,227.5,127.5
15102,Benji Therrien,M,Wraps,20.0,86.3,200.0,280.0,160.0
15103,Hui-Chun Wu,F,Single-ply,27.5,56.38,197.5,197.5,120.0
15104,Collin Rhodes,M,Wraps,49.0,137.17,290.0,317.5,227.5
15105,Kassia Ho,F,Raw,23.0,55.4,117.5,137.5,52.5
15106,Cole Hale,M,Wraps,23.0,109.9,272.5,272.5,160.0
15107,Joe Seiden,M,Raw,24.0,74.6,192.5,245.0,165.0
15108,Christian Thompson-Perez,M,Raw,21.5,82.1,202.5,230.0,142.5
15109,Charles Antoine Auger,M,Raw,19.0,102.1,207.5,242.5,142.5
15110,Josh Oakley,M,Raw,27.0,61.2,117.5,165.0,92.5
15111,Maegan Aherne,F,Single-ply,37.5,72.0,130.0,160.0,62.5
15112,Drew Blakely,M,Wraps,24.0,71.7,182.5,192.5,92.5
15113,Zoe Zapletal,F,Raw,23.5,94.4,137.5,180.0,85.0
15114,Luke Bonner,M,Raw,32.5,119.2,145.0,190.0,102.5
15115,Timmy Dinh,M,Wraps,19.0,89.9,195.0,212.5,135.0
15116,Valery Drozdov,M,Raw,25.5,102.9,182.5,240.0,107.5
15117,William Helmich,M,Raw,73.5,104.58,127.5,200.0,107.5
15118,Robert Barr,M,Raw,16.0,73.45,175.0,215.0,102.5
15119,Jayden Kahotea,M,Raw,15.5,112.3,180.0,200.0,107.5
15120,Richard Maloney,M,Raw,25.5,72.6,207.5,245.0,125.0
15121,Marc Murray,M,Raw,29.0,103.3,182.5,227.5,162.5
15122,Aliaksandr Hrynkevich-Sudnik,M,Raw,37.5,73.55,235.0,287.5,165.0
15123,Gary Simes,M,Single-ply,28.5,55.8,220.0,225.0,125.0
15124,Sydney Podrazik,F,Raw,17.5,59.9,62.5,95.0,32.5
15125,Tom Getzinger,M,Single-ply,37.0,99.4,232.5,287.5,157.5
15126,Ian Finkelstein,M,Raw,20.5,169.5,217.5,227.5,147.5
15127,Rusty Bordelon,M,Wraps,30.0,98.6,237.5,295.0,190.0
15128,Jody Dailey,F,Raw,30.0,65.8,95.0,140.0,60.0
15129,Russell Bartholomew,M,Raw,27.0,88.6,215.0,230.0,125.0
15130,Chenney Tran,M,Raw,18.5,58.5,147.5,167.5,80.0
