,Name,Sex,Equipment,Age,BodyweightKg,BestSquatKg,BestDeadliftKg,BestBenchKg
15570,JuJu Yang,F,Multi-ply,32.0,88.6,255.0,182.5,62.5
15572,Kamila Kasperska,F,Single-ply,22.5,81.83,220.0,190.0,115.0
15575,Marjaana Vahasantanen,F,Raw,40.5,62.49,140.0,142.5,77.5
15576,Melanie Krygyer,F,Raw,32.0,82.5,137.5,155.0,72.5
15578,Helene Faccio,F,Wraps,49.0,54.0,117.5,155.0,57.5
15579,Gabrielle Dotson,F,Raw,22.5,55.1,127.5,140.0,55.0
15580,Wen Chang Ya,F,Single-ply,23.5,85.84,260.0,225.0,130.0
15581,Viki Han,F,Raw,21.5,78.0,95.0,100.0,47.5
15583,Ashton Parsons,F,Raw,27.0,46.1,77.5,92.5,42.5
15584,Holly Klink,F,Raw,45.5,56.2,75.0,115.0,62.5
15585,Alicia Sabadi,F,Raw,30.5,77.05,95.0,120.0,47.5
15587,Marie-Claude Dutrillaux,F,Raw,60.5,46.4,62.5,96.0,43.0
15588,Miriam Brenes,F,Single-ply,36.5,83.7,62.5,75.0,35.0
15590,Gladys Cazares,F,Raw,23.0,67.5,115.0,142.5,55.0
15591,Taylor Miller,F,Raw,23.5,67.6,102.5,160.0,57.5
15592,Kala Espinoza,F,Raw,32.0,59.42,100.0,122.5,57.5
15594,Dakota Hanson,F,Raw,20.0,69.0,85.0,110.0,55.0
15596,Stacey Ogea,F,Raw,44.5,78.4,130.0,150.0,55.0
15605,Sarah Cooke,F,Raw,32.0,65.9,80.0,115.0,55.0
15615,Krissy Medina,F,Wraps,34.0,81.0,160.0,165.0,65.0
15618,Regina Hackney,F,Single-ply,77.5,82.44,95.0,112.5,70.0
15619,Evelyn Herrera,F,Raw,40.5,78.3,137.5,150.0,75.0
15623,Vanessa Ferla,F,Raw,32.0,47.5,92.5,122.5,65.5
15624,Angie Torres,F,Raw,46.0,88.54,52.5,90.0,37.5
15627,Laura Bevilaqua,F,Raw,22.5,62.1,75.0,97.5,50.0
15630,Taylor Franks,F,Single-ply,17.0,50.9,120.0,122.5,57.5
15632,Vanessa Gale,F,Raw,28.5,61.25,122.5,142.5,60.0
15635,Catherine Devaney,F,Raw,21.5,54.4,105.0,132.5,57.5
15636,May Rodgers,F,Raw,54.0,70.95,85.0,112.5,42.5
15638,Charlie Chester,F,Raw,18.5,87.07,160.0,170.0,70.0
15639,Jessica Okimura,F,Wraps,25.0,43.6,118.0,138.0,65.0
15641,Rebecca Foster,F,Raw,37.0,103.87,130.0,175.0,80.0
15646,Kaitlyn Fratus,F,Raw,23.5,56.9,120.0,117.5,55.0
15647,Leanna Taylor,F,Raw,24.5,69.2,97.5,125.0,42.5
15648,Yesenia Tovar,F,Raw,25.0,67.5,107.5,125.0,47.5
15652,Hannah Frigon,F,Raw,26.5,82.7,135.0,167.5,72.5
15655,Paula Stephan,F,Raw,52.0,55.5,60.0,108.0,35.0
15656,Jessika Serrato,F,Raw,21.0,85.45,140.0,170.0,65.0
15657,Britney Mack,F,Single-ply,17.5,44.48,117.5,115.0,35.0
15658,Samantha Bechard,F,Raw,23.0,60.0,167.5,185.0,110.0
15660,Kitti Zsido,F,Wraps,21.5,62.8,140.0,155.0,65.0
15663,Jane Krueger,F,Single-ply,17.5,57.0,150.0,175.0,62.5
15667,Roberta Garcia,F,Single-ply,25.0,103.9,137.5,182.5,127.5
15677,Alejandra Camarena,F,Raw,28.0,64.65,122.5,155.0,77.5
15688,Lucy Rayner,F,Raw,17.5,56.76,110.0,125.0,72.5
15690,Jacqueline Skunda,F,Raw,32.0,81.4,117.5,135.0,57.5
15693,Nadya Valero,F,Raw,17.5,51.2,100.0,100.0,52.5
15694,Maureen Kotzbach-Olson,F,Raw,38.5,61.8,85.0,122.5,62.5
15696,Dana Mancini,F,Raw,25.5,62.3,85.0,100.0,42.5
15700,Edy Garza,F,Single-ply,17.5,77.0,150.0,150.0,72.5
15703,Emma Realing,F,Raw,15.5,50.89,70.3,83.9,36.3
15704,Janelle Gonzalez,F,Wraps,29.0,57.15,67.5,125.0,50.0
15705,Kathryn Martinez-Gilbertson,F,Raw,35.5,82.8,105.0,117.5,60.0
15715,Nicki Crapotta,F,Wraps,28.0,59.96,142.5,182.5,80.0
15722,Ana Geitner,F,Raw,45.5,42.95,90.0,132.5,45.0
15723,Raiya Thomure,F,Wraps,17.0,70.49,86.18,102.06,45.36
15724,Priscilla Smoot,F,Raw,35.5,45.2,95.0,122.5,60.0
15725,Kristy Flower,F,Raw,24.0,81.7,140.0,152.5,65.0
15730,Rebecca Nunns,F,Raw,26.5,59.8,125.0,155.0,82.5
15732,Nita Horton,F,Raw,30.0,67.31,95.0,132.5,55.0
15733,Elizabeth Phaiboon,F,Raw,19.5,70.7,125.0,137.5,55.0
15739,Joanna Taunton,F,Raw,39.5,61.45,120.0,170.0,65.0
15742,Cheryl Chang,F,Raw,20.5,55.4,102.5,122.5,57.5
15746,Heidi Bower,F,Raw,51.0,65.3,122.5,130.0,80.0
15752,Teresa Cheng,F,Wraps,35.0,85.6,92.5,75.0,55.0
15757,Mackenzie Andrews,F,Raw,20.0,58.9,132.5,150.0,70.5
15774,Nancy Sarieh,F,Raw,32.0,71.3,155.0,230.0,80.0
15776,Melanie Lunghi,F,Wraps,24.0,47.95,87.5,122.5,60.0
15779,Jess Wilcock,F,Wraps,20.0,51.65,102.5,130.0,57.5
15780,Krystle Conner,F,Raw,28.0,58.9,125.0,155.0,87.5
15782,Candice Crouse,F,Raw,35.0,51.44,72.5,102.5,40.0
15784,Brittany Rabe,F,Single-ply,17.5,69.36,172.5,175.0,92.5
15785,Janel Vegter,F,Wraps,25.0,59.5,207.5,195.0,102.5
15788,Katie Morio,F,Wraps,37.0,65.6,110.0,120.0,55.0
15791,Desiree Morgan,F,Raw,26.0,55.93,140.0,167.5,65.0
15798,Kim Bunt,F,Raw,32.5,51.6,62.5,120.0,50.0
15799,Libby Fava,F,Raw,41.5,76.3,115.0,120.0,52.5
15800,Olivia Mejean,F,Raw,27.0,71.8,130.0,152.5,62.5
15803,Mirelle Khoury Geagea,F,Raw,23.5,128.0,157.5,187.5,87.5
15806,Natasha Niznik,F,Wraps,30.0,70.9,90.0,120.0,47.5
15808,Montserrat Hansack,F,Raw,21.0,76.79,112.5,145.0,60.0
15815,Chesley Champion,F,Wraps,19.0,50.71,68.04,120.2,40.82
15817,Abigail Saunders,F,Raw,15.5,67.65,107.5,130.0,45.0
15824,Briana Molfetta,F,Wraps,20.0,61.1,145.0,152.5,72.5
15830,Tessa Werjes,F,Single-ply,16.5,89.31,149.7,140.6,56.7
15833,Krista Maatta,F,Raw,19.5,51.15,102.5,145.0,62.5
15835,Timminy Haycock,F,Wraps,28.0,81.4,175.0,162.5,100.0
15848,Brandy Dickson,F,Raw,33.5,83.1,117.5,145.0,52.5
15860,Alexandra Green,F,Raw,22.0,117.1,130.0,130.0,47.5
15864,Judea Archie-Walker,F,Raw,25.5,141.4,145.0,165.0,105.0
15868,Riina Lahti,F,Single-ply,35.5,62.47,185.0,177.5,105.0
15869,Stacey Otlin,F,Raw,38.0,73.5,122.5,140.0,70.0
15870,Juliana Gamble,F,Single-ply,18.5,53.2,102.5,112.5,52.5
15872,Corina Bello,F,Raw,23.0,58.2,87.5,110.0,55.0
15877,Malati Harris,F,Raw,42.5,107.95,115.0,137.5,70.0
15879,Autumn Howells,F,Raw,36.0,75.0,135.0,137.5,72.5
15887,Erin Kelly,F,Raw,28.0,80.5,115.0,150.0,67.5
15888,Sarah Carver,F,Raw,30.0,53.6,102.5,122.5,72.5
15889,Kelsey Garonzik,F,Raw,19.5,67.3,127.5,147.5,75.0
15891,Sarah Sliwka,F,Raw,31.5,57.8,85.0,117.5,65.0
15893,Noelia Corona-Terry,F,Raw,35.0,63.9,172.5,187.5,117.5
15896,Hannah Helder,F,Raw,20.0,67.0,115.0,130.0,65.0
15899,Cheri Rushing,F,Wraps,29.0,73.03,117.5,125.0,62.5
15901,Galina Sakadina,F,Wraps,29.0,51.4,90.0,102.5,50.0
15905,Rachael Mathews,F,Raw,39.5,66.7,92.5,127.5,55.0
15910,Anastasiya Potrashkova,F,Raw,18.5,62.01,127.5,150.0,82.5
15912,Kristina Kanemoto,F,Single-ply,22.0,55.11,130.0,137.5,62.5
15915,Jenna Neeley,F,Single-ply,24.0,58.97,175.0,152.5,87.5
15920,Cara Westin,F,Single-ply,45.0,73.26,182.5,182.5,117.5
15922,Priscilla Ribic,F,Single-ply,40.5,70.71,225.0,225.0,125.0
15924,Lindsay Small,F,Raw,30.0,64.6,150.0,167.5,87.5
15926,Brenna Patterson,F,Raw,21.5,61.52,127.5,160.0,67.5
15930,Charmain Dayman,F,Raw,49.5,68.9,72.5,100.0,37.5
15934,Yulia Medvedeva,F,Single-ply,30.5,63.21,205.0,170.0,152.5
15935,Rochelle Horanzy,F,Raw,19.5,55.8,70.0,105.0,52.5
15940,Nancy Warren,F,Raw,50.5,55.0,80.0,80.0,40.0
15946,Mikaela Leibfried,F,Single-ply,17.5,51.49,155.0,137.5,75.0
15949,Martha Mishkin,F,Raw,34.0,46.3,60.0,105.0,47.5
15950,Tina Zheng,F,Single-ply,19.5,70.9,162.5,155.0,85.0
15952,Stephanie Reed,F,Raw,26.5,70.06,105.0,120.0,60.0
15954,Kaitlyn Paliotti,F,Raw,26.5,63.0,92.5,137.5,75.0
15955,Mikayla Zoellner,F,Raw,14.5,75.3,92.5,115.0,62.5
15958,Brittany Buckner,F,Wraps,23.0,63.96,86.18,106.59,40.82
15964,Maile Earnest,F,Raw,36.5,83.2,147.5,152.5,65.0
15965,Penny Pruitt,F,Raw,50.0,96.2,87.5,117.5,50.0
15967,Olga Parkhomenko,F,Raw,28.0,53.6,95.0,107.5,50.0
15974,Elis Harrington,F,Raw,19.5,60.85,95.0,115.0,47.5
15975,Barbara Taylor,F,Raw,58.0,72.15,112.5,150.0,92.5
15982,Nicole Nguyen,F,Raw,22.5,45.4,122.5,137.5,55.0
15991,Rosie Espinoza,F,Raw,30.0,51.7,110.0,130.0,57.5
15993,Suzanne LaForge,F,Raw,57.5,66.58,145.5,192.5,80.5
15996,Naarah Pyscher,F,Raw,34.0,74.39,147.5,175.0,80.0
15998,Trinity Ocampo,F,Raw,35.5,86.1,120.0,120.0,65.0
15999,Clair Angel,F,Raw,53.5,56.75,110.0,145.0,57.5
16011,Jolien Dreesen,F,Raw,22.5,61.18,140.0,180.0,70.0
16013,Jodie Sajor,F,Raw,46.0,78.2,180.0,182.5,130.0
16024,Jennifer Lookabaugh,F,Raw,39.0,67.3,100.0,125.5,62.5
16025,LeAnne Shumaker,F,Raw,44.0,71.12,90.0,127.5,60.0
16028,Mary Macken,F,Raw,54.5,46.55,107.5,130.0,50.0
16030,Corrina Rocha,F,Raw,25.0,67.4,97.5,145.0,67.5
16032,Sylwia Surowiec,F,Raw,25.0,78.29,97.5,115.0,50.0
16036,Jennifer Thompson,F,Single-ply,34.0,59.3,165.0,180.0,132.5
16038,Shelby Lopez,F,Raw,13.0,45.81,55.0,85.0,37.5
16039,Monica Sparango,F,Single-ply,43.0,66.5,132.5,150.0,102.5
16040,Alison Kam,F,Raw,22.5,60.62,157.5,170.0,80.0
16042,Dixie Church,F,Wraps,32.0,88.4,145.0,162.5,87.5
16047,Jessica Gulovsen,F,Wraps,34.0,123.3,132.5,142.5,65.0
16052,Marie Mire,F,Raw,44.5,109.9,75.0,112.5,52.5
16053,Huong Siverd,F,Raw,42.5,62.7,95.0,117.5,47.5
16056,Larnah Lowe,F,Wraps,29.0,77.3,162.5,170.0,75.0
16057,Lisa Zwosta,F,Raw,37.0,94.2,70.0,122.5,50.0
16058,MJ McLean,F,Raw,33.0,55.57,90.0,102.5,57.5
16059,Lauren Castiglia,F,Raw,32.0,67.5,92.99,111.13,61.23
16060,Taryn Albright,F,Raw,23.5,62.84,140.0,160.0,102.5
16061,Yer Yang,F,Raw,21.0,50.85,92.5,97.5,47.5
16064,Chris Carter,F,Raw,39.5,81.3,150.0,140.0,105.0
16065,Natalie Hanson,F,Single-ply,24.5,82.89,240.0,207.5,160.0
16066,Georgina Adam,F,Wraps,39.0,109.6,205.0,185.0,95.0
16068,Cynthia Gallegos,F,Wraps,44.0,80.38,110.0,132.5,50.0
16070,Emma Graubard,F,Raw,17.0,64.91,55.0,90.0,45.0
16072,Shannon Kudlawiec,F,Raw,18.5,61.3,115.0,125.0,55.0
16074,Robin Shell,F,Raw,44.5,61.8,92.5,127.5,65.0
16076,Bradina Anae,F,Raw,15.0,165.3,160.0,200.0,117.5
16079,Monica Nemeth,F,Raw,18.0,66.77,120.0,130.0,55.0
16081,Nicole Hinson,F,Raw,27.0,72.8,100.0,120.0,50.0
16085,Janine Jadallah,F,Raw,46.0,63.5,92.5,137.5,57.5
16089,Nicole Steger,F,Single-ply,29.5,62.22,160.0,195.0,100.0
16092,Ana Uniforme,F,Raw,20.0,55.8,115.0,162.5,62.5
16093,Madeline Scott,F,Raw,24.5,67.1,155.0,185.0,75.0
16095,Daniela Silva,F,Wraps,46.5,53.3,90.0,120.0,50.0
16105,Kandise Nicole Sanders,F,Raw,29.5,66.7,110.0,120.0,65.0
16106,Jessica Martin,F,Raw,32.5,71.5,87.5,147.5,67.5
16110,Shelby Sullivan,F,Raw,16.5,69.3,115.0,122.5,52.5
16112,Abby Menefee,F,Raw,20.5,57.4,99.8,115.7,54.4
16119,Laura McGuill,F,Raw,25.5,60.79,135.0,155.0,67.5
16121,Claudia Ruiz,F,Raw,30.0,93.1,95.0,120.0,47.5
16125,Carrie Beacom,F,Wraps,42.0,88.7,85.0,92.5,48.0
16128,Vicky Taylor-Hood,F,Raw,40.5,76.38,142.5,180.0,82.5
16130,Shanny Ho,F,Raw,26.5,71.95,130.0,167.5,70.0
16132,Katie Tushuizen,F,Raw,33.5,90.2,135.0,172.5,82.5
16134,Stephanie Fraser,F,Raw,25.5,52.7,100.0,120.0,37.5
16135,Therese Janc,F,Wraps,39.0,78.47,172.5,205.0,100.0
16139,Jovanka Bursac,F,Raw,27.5,91.0,160.0,175.0,77.5
16147,Cara Wochaski,F,Raw,20.0,66.4,150.0,170.0,85.0
16149,Sarah Paez-Long,F,Raw,33.0,83.4,137.5,157.5,72.5
16158,Shannon Vandewalle,F,Raw,39.0,54.75,97.5,125.0,60.0
16166,Rosalind Sutch,F,Raw,35.5,78.4,135.0,137.5,75.0
16167,Maer Jimenez,F,Raw,35.5,68.3,140.0,185.0,72.5
16176,Belinda Stirling,F,Raw,35.5,109.0,110.0,150.0,57.5
16178,Stefanie Cohen,F,Raw,25.0,55.2,182.5,215.0,92.5
16179,Najat Khoury,F,Raw,32.5,127.5,215.0,205.5,95.0
16180,Ashley Schramm,F,Raw,25.5,100.7,137.5,160.0,72.5
16181,Najat Khoury,F,Raw,33.5,131.78,232.5,205.0,102.5
16185,Mariah Corke,F,Raw,25.0,74.5,140.0,165.0,70.0
16186,Sierra Keyes,F,Raw,17.5,94.4,130.0,142.5,72.5
16187,Leandria Ates,F,Raw,22.5,63.0,127.5,175.0,77.5
16190,Karen Nelson,F,Raw,50.0,51.5,67.5,100.0,42.5
16191,Mylene Crouthamel,F,Wraps,40.0,59.8,120.0,140.0,70.0
16192,Jes Sherman,F,Raw,27.0,54.88,95.0,110.0,42.5
16204,Michelle Griffith,F,Wraps,32.0,67.13,77.5,120.0,35.0
16208,Julie Fisker,F,Raw,21.5,51.94,95.0,130.0,65.0
16220,Nora Cuba,F,Raw,22.5,55.8,110.0,132.5,52.5
16222,Elena Marquez,F,Single-ply,14.5,62.5,132.5,132.5,57.5
16230,Veronica Gomez,F,Raw,37.5,79.56,75.0,105.0,60.0
16232,Jordan Klemmer,F,Wraps,23.0,81.2,85.0,87.5,42.5
16233,Tara-Jane Hill,F,Raw,23.5,59.1,107.5,117.5,50.0
16234,Roxanne Lewis,F,Wraps,48.0,59.42,82.5,115.0,47.5
16236,Pirjo Kemppainen,F,Single-ply,64.5,49.69,72.5,105.0,35.0
16238,Doreen DiSalvo,F,Wraps,47.0,88.72,110.0,135.0,57.5
16239,Sydney Shade,F,Raw,20.5,62.5,132.5,145.0,85.0
16247,Emily Hu #1,F,Raw,35.0,55.8,150.0,180.0,122.5
16252,Tonya Hodges,F,Raw,42.0,66.9,85.0,115.0,57.5
16255,Chastity Guidry,F,Raw,28.0,73.1,130.0,125.0,70.0
16258,Mricel Bimbo,F,Single-ply,21.5,47.8,75.0,95.0,35.0
16260,Lily Whitton,F,Raw,30.5,65.9,82.5,105.0,45.0
16261,Belinda Clary,F,Wraps,40.0,65.68,140.0,152.5,75.0
16266,Verda Sheikh,F,Raw,24.0,75.0,120.0,150.0,65.0
16267,Maddie Graham,F,Single-ply,17.5,59.0,157.5,142.5,105.0
16269,Linda Park,F,Raw,51.5,116.5,80.0,107.5,57.5
16270,Dakota Irek,F,Raw,17.5,92.7,135.0,162.5,77.5
16271,Karen Newcomb,F,Wraps,42.0,85.9,65.0,105.0,65.0
16275,Kim Lewis,F,Wraps,29.0,71.0,117.5,155.0,102.5
16277,Erika Hipwell,F,Raw,27.0,72.3,165.0,182.5,97.5
16283,Ecaterina Quintana,F,Raw,30.0,70.6,132.5,155.0,87.5
16284,Jaclyn Wolfe,F,Wraps,20.0,59.06,120.2,165.56,58.97
16288,Hong Vu,F,Raw,22.5,62.15,97.5,105.0,47.5
16296,Nicole Paul,F,Single-ply,19.0,47.6,80.0,92.5,35.0
16305,Meaghan Nelson,F,Wraps,26.0,70.67,124.74,127.01,72.57
16309,Amanda Rypkema,F,Wraps,23.0,95.35,125.0,157.5,52.5
16310,Leticia Bertoto,F,Wraps,44.5,86.4,200.0,210.0,121.0
16311,Sheena Burton,F,Raw,35.0,72.35,110.0,155.0,75.0
16312,Sylwia Surowiec,F,Raw,28.0,80.6,127.5,152.5,62.5
16315,Sandra Tran,F,Raw,21.0,38.28,77.5,97.5,40.0
16317,Cipriana Castellano,F,Raw,17.5,62.86,145.0,155.5,75.0
16320,Luvi Agpaoa,F,Single-ply,44.0,55.88,120.0,115.0,72.5
16323,Christina Choulagh,F,Raw,21.5,69.8,147.5,172.5,75.0
16325,Nicole Gonzalez,F,Raw,32.0,59.9,186.0,197.5,97.5
16326,Melissa Benson,F,Raw,47.0,74.7,80.0,107.5,65.0
16327,Claire McKenzie,F,Single-ply,21.5,81.3,217.5,192.5,120.0
16329,Victoria Pollastri,F,Raw,22.5,52.0,110.0,120.0,65.0
16333,Amy Ho,F,Raw,20.5,58.9,117.5,135.0,55.0
16334,Melissa Lopez,F,Raw,28.0,77.1,135.0,140.0,72.5
16341,Jackie Stone,F,Multi-ply,35.0,104.42,205.0,165.0,130.0
16343,Isabelle Iliev,F,Raw,48.5,62.36,125.0,140.0,77.5
16344,Misato Okamura,F,Single-ply,20.5,54.9,145.0,140.0,90.0
16347,Margaret Fowler,F,Raw,21.5,55.6,97.5,115.0,55.0
16348,Rebecca Foster,F,Raw,32.5,89.9,140.0,152.5,75.0
16350,Allison Behnke,F,Wraps,28.0,65.59,87.5,142.5,47.5
16352,Mariah Gutteter,F,Raw,26.5,61.1,97.5,112.5,55.0
16359,Ellen Casale,F,Wraps,30.0,66.5,112.5,122.5,70.0
16361,Bethany Parker,F,Raw,17.5,83.5,182.5,190.0,112.5
16363,Jennifer Rey,F,Single-ply,29.0,59.95,160.0,160.0,92.5
16364,Tiarne Augustine,F,Raw,19.5,115.65,150.0,130.0,85.0
16366,Callista Puchmeyer,F,Raw,31.0,89.36,82.5,127.5,52.5
16370,Kimberly Price,F,Single-ply,54.5,46.18,102.5,140.0,55.0
16371,Myranda Vitale,F,Raw,15.0,58.0,80.0,95.0,45.0
16375,Sarah Cichorek,F,Raw,20.0,72.2,115.0,130.0,52.5
16378,Rebekah Wetmore,F,Raw,31.0,51.2,97.5,112.5,45.0
16382,Lian Hoffman,F,Raw,26.0,74.8,172.5,205.0,97.5
16387,Abigail Rakocy,F,Raw,34.5,109.1,127.5,170.0,75.0
16391,Virginie Pujol,F,Raw,41.5,61.2,120.0,120.0,65.0
16396,Hannah O'Malley,F,Wraps,19.0,54.05,100.0,130.0,50.0
16397,Emily Rea,F,Raw,28.5,62.9,122.5,145.0,62.5
16399,Rebecca Holland,F,Raw,42.5,56.4,113.4,156.5,72.6
16400,Kelsey Todd,F,Raw,16.5,81.25,70.0,95.0,40.0
16401,Christen Diaz,F,Raw,31.0,81.6,85.0,120.0,52.5
16405,Patricia Tidmarsh,F,Single-ply,40.0,57.4,115.0,140.0,55.0
16406,Amirah Qawasmeh,F,Wraps,27.0,80.56,160.0,182.5,95.0
16415,Dede Leinwohl,F,Single-ply,41.0,59.87,120.0,143.0,87.5
16422,Lena Sjøl,F,Raw,17.5,56.35,125.0,153.0,82.5
16426,Heidi Dehnel,F,Raw,34.0,68.4,102.5,145.0,65.0
16441,Val McElveen,F,Raw,32.0,54.2,112.5,102.5,52.5
16447,Monica Sparango,F,Single-ply,43.0,65.54,132.5,140.0,93.0
16455,Christine Feist,F,Raw,24.5,79.8,107.5,140.0,72.5
16457,Jenna Hayre,F,Raw,15.5,96.1,145.0,145.0,65.0
16460,Mariya Ilnytska,F,Single-ply,19.5,55.97,160.0,162.5,105.0
16462,Anne Keckler,F,Wraps,50.0,62.2,105.0,102.5,52.5
16465,Inna Orobets,F,Single-ply,37.5,100.56,250.0,207.5,165.0
16469,Mary Jurovcik,F,Raw,37.0,59.3,67.5,100.0,40.0
16470,Katy Nicholson,F,Raw,29.0,87.1,125.0,165.0,67.5
16471,Elia Leary,F,Raw,17.5,79.1,90.0,120.0,45.0
16473,Stephanie Santos,F,Raw,40.0,59.6,95.0,135.0,62.5
16474,Kelly Walker,F,Wraps,35.0,89.3,170.0,182.5,85.0
16475,Jeni Creary,F,Wraps,40.0,79.8,187.5,172.5,80.0
16485,Bonnie Thomas,F,Wraps,31.0,67.5,155.0,175.0,82.5
16487,Maureen Finke,F,Raw,40.5,80.76,87.5,105.0,52.5
16492,Stephanie Naseth,F,Raw,35.5,66.3,125.0,132.5,60.0
16493,Ashlyn Keller,F,Raw,24.5,84.0,135.0,160.0,82.5
16498,Maria Luisa Vasquez Sique,F,Single-ply,29.5,46.8,162.5,145.0,92.5
16501,Stephanie Horlyck,F,Raw,49.5,95.1,135.0,167.5,80.0
16504,Elizabeth Phaiboon,F,Raw,19.5,67.4,110.0,135.0,55.0
16505,Christina Doody,F,Raw,24.0,65.2,117.5,127.5,50.0
16507,Cassidy Thongsy,F,Raw,14.0,62.95,62.5,95.0,40.0
16509,Ramona Patterson,F,Wraps,55.0,64.3,70.0,115.0,52.5
16520,Yaqing Guo,F,Single-ply,18.5,63.7,150.0,130.0,90.0
16521,Elizabeth Craven,F,Raw,39.5,51.8,140.0,172.5,80.0
16523,Marissa Castner,F,Raw,24.5,75.3,82.5,115.0,42.5
16525,Laura Facundo,F,Wraps,43.0,72.03,90.0,130.0,50.0
16530,Debra Mcnally,F,Raw,37.5,90.1,140.0,147.5,75.0
16534,Meighan Chafe,F,Wraps,33.0,59.9,120.0,130.0,65.0
16539,Steph Sklar-Mulcahy,F,Raw,40.5,48.9,70.0,92.5,37.5
16547,Rebecca Nunns,F,Raw,24.0,58.6,110.0,130.0,75.0
16548,Heather Hansen,F,Raw,26.0,67.4,115.0,142.5,60.0
16550,Nicky Bonacorsi,F,Raw,23.0,84.0,112.5,132.5,55.0
16552,Tess Whelan,F,Raw,19.5,55.9,80.0,95.0,42.5
16556,Taylah Robinson,F,Raw,20.5,86.65,170.5,200.0,90.0
16557,Samantha Belliveau,F,Single-ply,22.0,80.6,111.13,145.15,104.33
16564,Christina Pollick,F,Raw,23.5,65.2,125.0,140.0,80.0
16565,Lise Madsen,F,Raw,63.5,62.06,70.0,125.0,45.0
16567,Ashley Myers,F,Wraps,20.0,74.48,158.76,145.15,72.57
16570,Sarah Conomacos,F,Raw,25.0,54.0,82.5,125.0,60.0
16576,Maggie Haywood,F,Wraps,71.0,57.75,62.5,85.0,35.0
16577,Kimberly Raber,F,Wraps,15.0,43.8,95.0,117.5,40.0
16593,Natalie Hill,F,Raw,33.0,77.75,62.5,100.0,40.0
16596,Thao Doan,F,Raw,19.5,51.9,72.5,87.5,35.0
16598,Cristhy Martinez,F,Raw,27.0,66.9,100.0,102.5,47.5
16601,Gladys Norton,F,Raw,39.5,67.5,70.0,90.0,47.5
16605,Shelbi Shackelford,F,Wraps,19.0,64.3,165.0,162.5,87.5
16608,Sarah Whitford,F,Raw,39.0,99.8,87.5,135.0,47.5
16609,Mikki Martin,F,Raw,48.0,58.2,75.0,97.5,50.0
16616,Stefanie McMillian,F,Single-ply,19.0,43.2,120.0,140.0,50.0
16618,Belinda Ryder,F,Wraps,44.0,51.6,112.5,137.5,57.5
16621,Brittany Boyd,F,Raw,26.0,90.0,97.5,125.0,55.0
16626,Yessica Diaz,F,Raw,22.0,59.9,125.0,170.0,65.0
16628,Kaylin Stall,F,Raw,28.0,49.25,75.0,110.0,37.5
16630,Barbara Lyon,F,Raw,34.5,56.62,80.0,127.5,60.0
16631,Eric Mercado,F,Raw,22.0,51.4,105.0,140.0,47.5
16633,Rosario Espinoza,F,Raw,30.0,50.9,110.0,122.5,55.0
16636,Tiffany Kim Phung Bui,F,Raw,27.5,56.1,132.5,155.0,65.0
16637,Barbara Cacao,F,Raw,33.0,66.8,85.0,120.0,45.0
16640,Aubri Lucero,F,Raw,25.0,57.2,62.5,75.0,40.0
16642,Caroline Schiller,F,Raw,34.5,70.62,115.0,140.0,57.5
16643,Reyna Rochin,F,Raw,26.5,61.79,142.5,172.5,87.5
16645,Ann Cassell,F,Raw,28.5,70.67,120.0,142.5,82.5
16647,Michelle Morrison,F,Raw,38.0,88.6,137.5,142.5,70.0
16648,Kimberley Raber,F,Wraps,47.0,89.4,192.5,170.0,105.0
16652,Alice Gregg,F,Raw,65.0,72.4,50.0,72.5,40.0
16655,Hanna Kliuyeva,F,Raw,22.5,56.1,115.0,142.5,62.5
16661,Sally Bassuni,F,Raw,21.5,61.85,110.0,110.0,50.0
16664,Tiffany Nguyen,F,Raw,22.5,48.3,107.5,127.5,57.5
16665,Tina Enners,F,Wraps,48.0,103.85,107.5,142.5,55.0
16670,Hayley Switzer,F,Single-ply,25.0,117.2,175.0,175.0,85.0
16671,Stephanie Hebert,F,Raw,20.5,51.2,72.5,92.5,42.5
16674,Cassandra Pullins,F,Raw,35.5,82.3,127.5,137.5,72.5
16675,Lynda Banks,F,Raw,50.5,62.36,105.0,150.0,62.5
16677,Jane Lee,F,Raw,24.0,55.6,90.0,132.5,60.0
16680,Dawn Maroscher,F,Raw,48.0,66.6,120.0,162.5,92.5
16682,Katrina Tonkin,F,Raw,33.5,56.75,115.0,137.5,55.0
16688,Renae Allemann,F,Raw,26.0,82.4,120.0,155.0,62.5
16691,Pamela Echterling,F,Raw,65.5,53.21,60.0,82.5,32.5
16693,Kylie Klaas,F,Raw,17.5,53.3,95.0,125.0,55.0
16694,Beth Bomia,F,Raw,47.0,86.3,107.5,140.0,60.0
16695,Frances Báez,F,Single-ply,24.5,51.8,122.5,137.5,70.0
16696,Bonica Lough,F,Raw,28.5,130.7,250.0,220.0,145.0
16698,Patricia Cayton,F,Raw,42.0,81.1,125.0,152.5,62.5
16702,Bianca Barrios,F,Raw,24.0,66.9,150.0,170.0,75.0
16704,Denika McNabb,F,Wraps,26.0,51.5,112.5,117.5,55.0
16706,Alice Hulsey,F,Raw,56.0,54.1,80.0,115.5,42.5
16709,Tara Gripton,F,Raw,28.5,63.15,152.5,170.0,75.0
16717,Veronika Akulova,F,Wraps,20.0,58.6,145.0,120.0,67.5
16718,Stephanie School,F,Raw,25.5,56.3,100.0,147.5,60.0
