,Name,Sex,Equipment,Age,BodyweightKg,BestSquatKg,BestDeadliftKg,BestBenchKg
13768,James Millar,M,Raw,24.5,104.01,207.5,232.5,115.0
13771,Daniel Toledano,M,Raw,22.0,80.86,180.0,227.5,140.0
13773,Thomas Kallas,M,Wraps,22.0,80.74,325.0,275.0,152.5
13774,Alex Fabricus,M,Raw,18.5,73.4,150.0,172.5,115.0
13777,Daniel Scheufler,M,Raw,21.0,77.56,137.5,155.0,87.5
13778,Jason Behnke,M,Raw,27.0,97.7,217.5,242.5,142.5
13779,Michael McMullen,M,Wraps,32.0,74.0,210.0,237.5,125.0
13780,Tom Cumberworth,M,Raw,28.5,92.1,235.0,277.5,147.5
13782,Neal Ortiz,M,Raw,44.0,133.3,237.5,270.0,192.5
13783,Adam Bower,M,Raw,36.0,117.03,240.0,275.0,187.5
13784,Aakash Raman,M,Raw,19.5,65.2,155.0,225.0,102.5
13785,Dean Reece,M,Single-ply,38.0,123.5,320.0,235.0,197.5
13788,Kyosti Salonen,M,Raw,50.5,136.61,252.5,275.0,150.0
13789,Tim Strunk,M,Raw,21.0,103.0,240.0,260.0,165.0
13790,David Gamez,M,Raw,24.0,80.3,175.0,227.5,125.0
13791,Jonathan Weeks,M,Single-ply,51.0,124.3,300.0,262.5,165.0
13792,Zalim Kuvambayev,M,Raw,29.5,104.9,302.5,327.5,210.0
13795,Chad Stafford,M,Wraps,41.0,123.56,274.42,272.16,163.29
13796,Sean Pierce,M,Single-ply,41.0,80.3,205.0,215.0,142.5
13798,Roy Apostle,M,Single-ply,24.5,78.2,210.0,215.0,130.0
13799,Edgar Ramirez,M,Raw,32.0,87.0,168.0,190.0,107.5
13801,Utloanang Nare,M,Raw,25.0,77.93,155.0,210.0,115.0
13802,Kishen Sharma,M,Raw,24.5,82.5,182.5,195.0,122.5
13803,Zachary Stout,M,Single-ply,21.5,105.8,287.5,217.5,182.5
13807,Ernesto Garza,M,Single-ply,18.0,74.6,210.0,192.5,120.0
13808,Raymond Belanger,M,Single-ply,24.5,71.8,205.0,212.5,127.5
13809,Christopher Duarte,M,Raw,20.5,90.8,205.0,227.5,145.0
13811,Shoua Lo,M,Raw,35.0,80.2,167.5,205.0,110.0
13812,Jonathan Chapa,M,Raw,22.5,81.4,212.5,245.0,140.0
13813,Johne Greene,M,Raw,26.0,86.1,217.5,267.5,152.5
13814,Peter Lowrie,M,Raw,16.5,75.4,135.0,182.5,82.5
13815,Andy Phaphilom,M,Raw,22.5,91.4,190.0,227.5,127.5
13816,John Lovelace,M,Raw,28.0,105.9,217.5,237.5,155.0
13817,Bradley P Kissinger,M,Raw,13.5,57.0,112.5,107.5,57.5
13818,Nick Moskowitz,M,Raw,23.0,74.3,160.0,205.0,135.0
13820,Augustine Vogele,M,Raw,24.0,81.3,237.5,265.0,160.0
13821,Ellizer Clune,M,Single-ply,16.5,58.97,201.9,213.2,102.1
13823,Justin Hunter,M,Raw,27.0,89.99,215.0,280.0,165.0
13824,Dave Bouchet,M,Raw,25.5,82.0,182.5,227.5,112.5
13826,James Clifford,M,Raw,26.0,88.9,225.0,287.5,142.5
13829,Michael Chavez,M,Wraps,45.0,126.55,212.5,245.0,180.0
13831,David Wilson,M,Wraps,18.0,89.2,246.0,190.0,167.5
13833,Roderick Johnson,M,Raw,28.0,92.2,210.0,227.5,150.0
13834,Bernardo Separa,M,Raw,47.0,74.1,165.0,210.0,160.0
13835,Jose Cuellar,M,Raw,20.0,81.4,200.0,250.0,160.0
13836,Kurt Navarro,M,Raw,26.0,66.2,167.5,240.0,120.0
13838,Nikkole Lulu,M,Raw,20.0,79.2,140.0,190.0,85.0
13841,Tim Wunder,M,Wraps,29.0,121.6,232.5,237.5,130.0
13842,Don Coates,M,Wraps,56.0,100.0,220.0,270.0,172.5
13843,Robert Croft,M,Raw,29.5,103.7,200.0,227.5,115.0
13844,Jason Julian,M,Single-ply,55.0,108.25,242.5,227.5,225.0
13845,Allen Guevarra,M,Raw,24.0,88.7,215.0,220.0,147.5
13846,Kyle Elsea,M,Raw,29.0,88.1,265.0,292.5,140.0
13847,Daniel Shulhan,M,Raw,21.5,82.1,182.5,237.5,112.5
13848,Pardeep Kailey,M,Single-ply,30.5,73.65,257.5,277.5,170.0
13849,Jayson Wolgamott,M,Raw,53.0,111.2,163.0,185.0,147.5
13851,Dylan Clarke,M,Wraps,22.0,88.08,200.0,220.0,117.5
13852,James Mani,M,Raw,27.5,93.4,210.0,257.5,117.5
13853,Jon Johnson,M,Raw,27.5,92.4,190.0,207.5,137.5
13854,Shaun Ramey,M,Raw,19.5,80.7,192.5,212.5,112.5
13855,Ryan Shell,M,Raw,28.0,125.2,255.0,275.0,130.0
13857,Justin Vester,M,Wraps,26.0,98.8,227.5,247.5,155.0
13858,Gabriel Chrysson,M,Wraps,25.5,82.19,176.9,183.7,102.06
13859,Richard Harless,M,Raw,31.0,82.4,240.0,277.5,150.0
13860,Tero Seppanen,M,Raw,39.5,137.5,307.5,310.0,227.5
13861,Dustin Hoang,M,Raw,23.0,82.37,220.0,272.5,115.0
13862,John Micka,M,Wraps,46.0,133.1,276.0,75.0,75.0
13863,Andre Dusek,M,Raw,17.5,99.3,231.3,238.1,122.5
13864,Aryeh Feldheim,M,Raw,23.0,84.73,182.5,187.5,115.0
13866,Brent Drake,M,Raw,47.0,123.3,185.0,200.0,130.0
13867,Zachary Turner,M,Wraps,19.0,140.2,320.0,277.5,202.5
13868,Chris Luevano,M,Raw,15.0,75.0,102.06,145.15,72.57
13869,Paul Barry,M,Raw,23.5,86.7,182.5,240.0,152.5
13870,Adam Thomas,M,Wraps,33.0,134.49,137.5,175.0,102.5
13873,Daniel Rooyakkers,M,Raw,23.5,135.6,292.5,292.5,190.0
13874,Ryan Foubert,M,Raw,13.0,75.2,102.5,137.5,72.5
13875,Dallas Norris,M,Wraps,35.0,89.49,317.51,301.64,174.63
13876,Zachary Hall,M,Wraps,13.0,67.49,105.0,137.5,55.0
13878,Miroslav Andreáš,M,Wraps,27.0,65.5,165.0,182.5,100.0
13880,Steve Melero,M,Raw,32.0,89.77,242.5,292.5,147.5
13882,Bruce Barry,M,Wraps,61.5,96.43,219.99,210.92,95.25
13884,Jin Kim,M,Raw,26.0,100.79,190.0,225.0,145.0
13885,Brandon Simpson,M,Wraps,31.0,121.11,256.28,260.82,149.69
13886,Robert Sikes,M,Raw,27.0,82.5,210.0,210.0,112.5
13888,Jeremy Collum,M,Raw,38.0,146.4,250.0,252.5,182.5
13889,PJ Ruiz,M,Raw,18.5,114.9,235.0,205.0,145.0
13890,Maxwell Proctor,M,Single-ply,17.5,130.73,201.9,235.9,129.3
13892,Markus Ducky,M,Single-ply,17.5,88.37,270.0,247.5,152.5
13895,Greg McDougall,M,Wraps,34.0,107.8,265.0,300.0,140.0
13897,Charleston Burr,M,Raw,27.5,79.6,215.0,277.5,145.0
13898,Clinton Berg,M,Raw,40.0,136.0,222.5,260.0,162.5
13899,Andrew Riggins,M,Raw,27.0,108.8,232.5,287.5,160.0
13900,Grant Borcharding,M,Raw,34.0,96.9,197.5,227.5,125.0
13902,Michael White,M,Raw,27.0,122.0,237.5,272.5,137.5
13903,Steve Rankin,M,Raw,53.0,106.14,207.5,245.0,177.5
13904,Charles Jiang,M,Raw,19.5,72.8,197.5,197.5,125.0
13905,Blane Rhodes,M,Raw,20.5,102.3,192.5,237.5,127.5
13906,Shawn Fernandez,M,Raw,24.5,92.0,190.0,195.0,102.5
13907,Joshua Lopez,M,Raw,31.0,87.72,187.5,212.5,122.5
13909,Kevin Koch,M,Raw,35.5,159.95,300.0,287.5,250.0
13910,Chris Clanton,M,Wraps,34.0,116.8,245.0,257.5,160.0
13911,Seth Coker,M,Wraps,29.0,150.6,312.5,290.0,217.5
13912,Joonatan Kaikkonen,M,Raw,17.5,97.65,190.0,220.0,110.0
13913,Akseli Lintulaakso,M,Raw,24.5,72.6,222.5,220.0,135.0
13914,Derek Nellis,M,Raw,32.5,73.6,182.5,235.0,145.0
13920,Chance Ford,M,Raw,20.5,103.0,205.0,242.5,130.0
13921,Deon Odom,M,Single-ply,18.5,73.4,227.5,225.0,130.0
13922,Tim Dose,M,Wraps,23.0,137.9,297.5,287.5,197.5
13923,Dave Colvin,M,Raw,51.0,79.79,140.0,162.5,110.0
13924,Henry Park,M,Raw,24.0,59.2,132.5,155.0,110.0
13926,Andrew Martinez,M,Raw,17.0,55.75,110.0,145.0,72.5
13927,Zack McDole,M,Wraps,29.0,102.38,250.0,227.5,182.5
13928,Matt Mitchell,M,Wraps,22.0,89.13,255.0,247.5,180.0
13929,Felix de Rosa,M,Raw,23.5,73.4,207.5,227.5,147.5
13931,Juwone Scott,M,Single-ply,23.5,78.7,102.1,102.1,59.0
13932,Garrett Goolsby,M,Raw,20.5,92.5,205.0,220.0,145.0
13933,Daniele Tarchi,M,Single-ply,34.5,65.31,205.0,235.0,137.5
13934,Brad Klinger,M,Single-ply,58.0,126.64,182.5,252.5,310.0
13936,Ryan Tran,M,Raw,21.0,111.8,167.5,200.0,117.5
13937,Richard Woods,M,Wraps,27.0,162.02,294.84,272.16,192.78
13940,Mitchell Nilsson,M,Raw,17.0,86.55,215.0,230.0,125.0
13941,William Healy,M,Wraps,65.5,81.1,210.0,175.0,146.0
13942,Perry Ellis Jr,M,Raw,33.0,123.6,367.5,377.5,200.0
13946,Guy Mamac,M,Raw,34.0,89.9,237.5,247.5,152.5
13947,Thanh Nguyen,M,Raw,22.5,110.35,275.0,300.0,130.0
13951,Richard Navarra,M,Raw,24.0,55.79,157.5,197.5,115.0
13952,Damian Schultz,M,Raw,19.0,74.6,195.0,240.0,115.0
13954,Kar Wain Tan,M,Raw,22.0,78.2,182.5,197.5,117.5
13955,Anthony Brandenberge,M,Wraps,30.0,107.7,227.5,240.0,143.0
13957,Anthony Tinsman,M,Wraps,50.0,121.8,182.5,150.0,127.5
13958,Bin Darimin Sutrisno,M,Single-ply,32.5,59.04,260.0,250.0,182.5
13960,Graham Farris,M,Wraps,20.0,84.09,165.0,220.0,145.0
13962,Henry Gerard,M,Raw,44.0,99.6,247.5,215.0,172.5
13963,Bodie Lacoe,M,Raw,12.5,45.7,105.0,137.5,62.5
13965,Christopher Simmons,M,Raw,27.5,64.55,187.5,230.0,140.0
13967,Tim Strunk,M,Raw,22.0,114.2,245.0,272.5,167.5
13969,Luis Ocampo,M,Raw,20.0,67.77,87.5,122.5,90.0
13970,Don Hadaway,M,Single-ply,28.5,102.7,182.5,232.5,115.0
13972,Adrian Mercado,M,Raw,19.0,65.4,100.0,107.5,55.0
13973,Jacob Hildebrandt,M,Raw,17.0,74.6,155.0,220.0,125.0
13974,Eric Trager,M,Raw,21.5,104.9,200.0,242.5,120.0
13975,Darren Michlon,M,Raw,28.0,88.45,217.5,255.0,165.0
13979,Chris Gonzales,M,Raw,27.0,91.6,180.0,240.0,140.0
13980,Nick Westgate,M,Raw,28.5,80.36,202.5,232.5,172.5
13983,Jason Morris,M,Raw,30.0,88.63,165.0,205.0,97.5
13989,Bill Helmich,M,Raw,71.5,104.9,125.0,205.0,115.0
13990,David Snedden,M,Raw,30.5,71.1,150.0,200.0,117.5
13991,Jaisyn Mike,M,Raw,39.5,138.62,272.5,340.0,255.0
13992,Chris Sebas,M,Raw,36.0,79.8,142.5,175.0,87.5
13994,Tom Bell,M,Raw,23.0,92.9,215.0,262.5,137.5
13996,Josh Lentz,M,Wraps,27.0,89.0,295.0,295.0,227.5
13998,Isaac Kim,M,Raw,22.5,92.95,185.0,245.0,125.0
13999,Chad Kurian,M,Wraps,32.0,109.0,320.0,325.0,217.5
14000,Peter Edwards,M,Raw,52.5,98.0,137.5,182.5,135.0
14003,Anthony Howell,M,Raw,31.5,79.2,150.0,170.0,97.5
14004,Ryan Lataash,M,Raw,17.5,52.8,127.5,170.0,70.0
14005,Jimmy Bryan,M,Wraps,42.0,117.48,260.0,260.0,187.5
14007,Aaron Boulay,M,Raw,24.5,101.7,217.5,260.0,155.0
14008,Andre Avena,M,Raw,32.5,132.0,200.0,240.0,172.5
14009,Zach Trahan,M,Raw,27.0,89.6,237.5,265.0,142.5
14010,Jackson Hinch,M,Wraps,22.0,109.7,285.0,312.5,192.5
14011,James Overstreet,M,Raw,20.0,80.0,225.0,235.0,137.5
14012,Lepeka Nanai,M,Raw,36.5,126.72,260.0,260.0,207.5
14014,Matthew O'Connor,M,Wraps,19.0,70.5,77.5,100.0,75.0
14019,Alex Ta,M,Raw,18.0,66.9,130.0,142.5,80.0
14021,Francisco Pacheco,M,Raw,17.0,94.15,167.5,215.0,135.0
14024,Justin Osborn,M,Wraps,32.0,106.6,267.5,277.5,172.5
14025,Cory Svenson,M,Wraps,23.0,99.4,345.0,330.0,192.5
14028,Doug Kline,M,Wraps,59.5,74.93,158.76,197.31,136.08
14029,Jason Gentry,M,Raw,41.5,103.42,206.4,249.5,117.9
14030,Stephen Krieger,M,Raw,44.0,121.5,155.0,207.5,110.0
14034,Daniel Plunkett,M,Raw,33.0,99.25,167.5,227.5,142.5
14035,John Bogusz,M,Raw,24.0,107.3,227.5,265.0,172.5
14039,Blake Hanson,M,Raw,45.5,106.5,252.5,242.5,132.5
14040,Cristian Dubon,M,Raw,26.5,134.6,182.5,272.5,150.0
14041,Holden Manhart,M,Single-ply,14.5,51.12,117.9,117.9,49.9
14043,Lawrence Garnett,M,Wraps,29.0,108.8,255.0,265.0,167.5
14044,Clark Anderson,M,Wraps,46.5,127.91,290.3,283.5,181.44
14045,Dakota Meyers,M,Raw,18.5,115.5,185.0,205.0,125.0
14047,Allen Fisher,M,Wraps,24.0,74.8,226.8,249.48,156.49
14048,Berg Rasmussen Simon,M,Single-ply,17.5,91.8,250.0,245.0,170.0
14049,Doug Norris,M,Wraps,48.0,107.2,154.99,185.02,125.01
14050,Dylan Wambold,M,Raw,16.5,86.5,165.0,205.0,112.5
14051,Vicente Flores,M,Raw,21.0,81.2,150.0,187.5,77.5
14052,Dan Harvey,M,Raw,52.0,88.72,137.5,197.5,110.0
14053,Erek Scoville,M,Raw,32.0,75.0,155.0,205.0,120.0
14055,Zachary Wagner,M,Raw,16.5,102.7,185.0,230.0,115.0
14056,Ryan Montan,M,Raw,25.0,81.92,252.5,270.0,165.0
14057,Kenneth Williams,M,Wraps,31.0,90.0,245.0,255.0,165.0
14059,Benjamin Shiramizu,M,Raw,28.0,84.9,165.0,180.0,85.0
14060,Chris McMullen,M,Wraps,38.0,79.2,235.0,235.0,167.5
14061,Roger Walters,M,Raw,55.0,109.4,182.5,250.0,165.0
14062,David Kirschen,M,Multi-ply,38.0,90.04,367.41,260.82,272.16
14064,Chase Willis,M,Raw,19.0,105.41,250.0,272.5,162.5
14065,Lothar Vallot,M,Single-ply,59.0,88.9,142.5,157.5,105.0
14066,Jeffrey Ordonez,M,Raw,22.5,65.4,155.0,172.5,120.0
14069,Anton Mihok,M,Single-ply,34.5,59.9,205.0,245.0,122.5
14070,Thomas Stevenson,M,Wraps,59.0,122.7,182.5,182.5,92.5
14071,Jeff Borsuk,M,Wraps,24.0,98.15,277.5,272.5,190.0
14072,Peyton Potter,M,Wraps,17.0,73.5,150.0,145.0,87.5
14074,Ernie O'Hara,M,Raw,77.0,81.0,92.5,135.0,65.0
14075,Ryan Wilson,M,Raw,23.0,80.1,185.0,210.0,130.0
14077,Ryan Underwood,M,Raw,18.5,80.9,147.5,182.5,100.0
14078,Brandon Dean,M,Raw,22.5,81.0,220.0,265.0,150.0
14082,Yen Le,M,Raw,20.5,64.7,150.0,182.5,92.5
14083,Zachary McLemore,M,Raw,32.5,124.1,150.0,172.5,110.0
14084,Jared Galapia,M,Raw,14.0,71.9,122.5,140.0,85.0
14085,Matthew Chapman,M,Raw,47.0,75.0,160.0,167.5,125.0
14086,Kyle Lebel,M,Raw,27.0,65.4,132.5,185.0,117.5
14087,Bryan Maglinte,M,Raw,22.0,74.9,140.0,200.0,110.0
14088,Mikko Mäntymäki,M,Raw,43.0,98.9,105.0,260.0,145.0
14090,Matthew Harper,M,Raw,33.5,102.8,200.0,230.0,122.5
14091,Jerome Penn,M,Raw,45.0,78.1,160.0,222.5,130.0
14095,Nathan Davis,M,Raw,26.0,131.72,227.5,280.0,147.5
14096,Joel Mohorter,M,Wraps,34.0,103.9,202.5,212.5,147.5
14098,Josh Braganza,M,Raw,27.5,82.65,200.0,262.5,135.0
14099,Drew Shaw,M,Single-ply,16.0,104.0,170.0,185.0,112.5
14100,Jezza Uepa,M,Raw,36.5,184.81,460.0,305.0,270.0
14102,Mitchell Block,M,Wraps,42.0,89.8,230.0,265.0,165.0
14103,Nicholas Willis,M,Single-ply,28.0,87.2,207.5,215.0,140.0
14104,Riccardo Ciarrocchi,M,Raw,21.5,104.6,280.5,280.0,160.0
14105,David Flores,M,Raw,17.0,82.5,156.49,165.56,90.72
14106,Shane Ondarza,M,Raw,26.5,92.95,205.0,255.0,160.0
14112,John Holland,M,Raw,68.5,86.3,67.5,90.0,75.0
14113,Abe Walton,M,Raw,25.5,91.55,220.0,270.0,175.0
14119,Alex Cercone,M,Raw,34.0,107.6,195.0,220.0,157.5
14120,Adrian Gunning,M,Raw,16.5,61.7,100.0,135.0,80.0
14121,Martin Smith,M,Raw,40.5,82.15,180.0,220.0,152.5
14122,Luis Ramírez,M,Single-ply,51.5,111.83,270.0,230.0,215.0
14123,Harley Lewis,M,Single-ply,20.0,99.92,190.0,200.0,120.0
14124,Jeremy Neher,M,Single-ply,53.0,91.08,115.0,137.5,72.5
14127,Michael Houbert,M,Raw,22.5,81.0,220.0,247.5,147.5
14128,Nicholas Kan,M,Raw,21.0,74.89,155.0,202.5,105.0
14130,Cha Moua,M,Raw,16.0,55.95,110.0,152.5,80.0
14131,Adrian Affatica,M,Raw,34.5,89.7,157.5,195.0,135.0
14132,Bryan May,M,Wraps,36.0,89.1,245.0,277.5,180.0
14134,Angelo Fortino,M,Raw,24.0,78.6,235.0,307.5,150.0
14137,Blake Wright,M,Raw,21.5,92.2,250.0,295.0,140.0
14141,Kevin Torres,M,Raw,23.0,81.1,272.5,300.0,192.5
14143,Shane Pham,M,Raw,24.0,81.0,192.5,272.5,137.5
14144,David Poulet,M,Raw,45.5,91.6,210.0,230.0,115.0
14145,Ian Mcmurray,M,Raw,17.5,91.8,160.0,187.5,77.5
14146,Phillip Watford,M,Raw,35.0,89.09,210.0,230.0,137.5
14147,Rustem Nigmatullin,M,Wraps,41.0,100.2,170.0,210.0,125.0
14149,Andrew Biggers,M,Single-ply,18.5,76.5,232.5,230.0,175.0
14151,Russell Hubbs,M,Wraps,18.0,100.0,204.12,260.82,149.69
14152,Eric Radcliffe,M,Wraps,22.0,108.5,290.0,290.0,147.5
14154,Dean Piggott,M,Wraps,22.0,82.0,230.0,225.0,152.5
14155,Gavin Bell,M,Raw,16.5,82.6,197.5,215.0,110.0
14157,Patrick Mullaney,M,Raw,68.0,74.66,138.35,183.7,131.54
14158,Dimitrije Stosic,M,Wraps,22.0,87.4,190.0,250.0,120.0
14160,David Gomez,M,Wraps,55.0,89.36,145.0,187.5,87.5
14162,Ronal Murti,M,Wraps,25.0,71.7,190.0,200.0,110.0
14164,Paul Serame,M,Raw,52.0,86.8,135.0,195.0,117.5
14165,David Parmiter,M,Wraps,32.0,89.6,275.0,335.0,195.0
14166,Thorneia Moody,M,Wraps,52.0,119.7,145.0,160.0,110.0
14167,David Athey,M,Single-ply,23.0,78.11,237.5,227.5,182.5
14168,JonCasey Ibanez,M,Raw,25.0,73.53,147.5,202.5,105.0
14169,Zachary Sahraie,M,Raw,36.5,90.31,215.0,245.0,142.5
14170,Clément Goudin,M,Raw,26.0,92.75,225.0,260.0,165.0
14171,Mason Weidig,M,Raw,24.5,116.4,147.5,215.0,127.5
14172,Daniel Ramacciato,M,Raw,26.0,82.4,167.5,220.0,142.5
14173,Chris Eastman,M,Raw,47.5,97.5,155.0,200.0,145.0
14174,Clinton Lee,M,Raw,32.5,73.0,175.0,212.5,120.0
14177,German Portillo,M,Raw,17.0,67.5,129.27,170.1,86.18
14178,Gil Pinheiro,M,Raw,29.5,92.07,262.5,307.5,172.5
14179,Logan Ibele,M,Wraps,20.0,115.3,297.1,306.17,185.97
14180,Cory Wilsey,M,Raw,24.0,74.48,192.5,230.0,132.5
14181,Richard Aluko,M,Wraps,41.0,82.5,272.5,300.0,155.0
14182,Jacob Combs,M,Raw,18.5,81.5,195.0,210.0,150.0
14183,Brandon J. Collar,M,Raw,29.0,78.47,137.5,187.5,137.5
14184,Jacob Kurant,M,Wraps,27.0,117.8,237.5,255.0,205.0
14185,Corbin Silvernail,M,Raw,27.5,79.8,195.0,227.5,142.5
14187,Ricardo Vicenteno,M,Single-ply,28.5,80.16,242.5,275.0,152.5
14188,Sergey Golovkov,M,Wraps,36.0,123.5,280.0,292.5,175.0
14190,Joseph Grosz,M,Multi-ply,33.0,123.38,362.87,272.16,242.67
14191,Simon Jeary,M,Raw,47.5,81.18,165.0,180.0,85.0
14192,Cesar Consiglieri,M,Raw,20.5,87.8,207.5,245.0,142.5
14194,Aldus Cruz,M,Wraps,34.0,82.01,205.0,192.5,135.0
14195,Simon Weaver,M,Single-ply,35.0,116.9,300.0,280.0,227.5
14197,Robert Crawford,M,Single-ply,63.5,139.46,195.0,195.0,185.0
14198,Derek Collister,M,Wraps,29.0,138.2,300.0,275.0,187.5
14199,James Bird,M,Single-ply,18.5,98.2,235.0,252.5,105.0
14200,King Supa,M,Wraps,28.0,99.9,245.0,272.5,172.5
14201,Tommy Hawks,M,Raw,25.5,131.2,315.0,320.0,197.5
14203,Michel Bertrand,M,Raw,59.5,72.46,162.5,172.5,95.0
14205,Christopher Graf,M,Wraps,23.0,121.6,272.5,257.5,162.5
14208,Jim Bosker,M,Raw,40.0,97.89,190.0,200.0,125.0
14209,Shaun Magill,M,Raw,20.5,79.6,217.5,275.0,127.5
14210,Alex Braithwaite,M,Raw,22.5,70.36,170.0,215.0,112.5
14211,David Jensen,M,Wraps,42.0,106.59,238.14,231.33,176.9
14212,Richard Morrison,M,Raw,34.0,82.1,182.5,215.0,140.0
14213,Mark Butler,M,Wraps,27.0,141.29,330.0,340.0,182.5
14214,Josh Benson,M,Wraps,35.0,116.0,180.0,220.0,125.0
14215,Jo Hanks,M,Single-ply,15.5,77.4,145.0,162.5,97.5
14217,Jason Wilcoxon,M,Wraps,28.0,151.5,294.84,317.51,204.12
14218,Jeremy Ingersoll,M,Raw,24.0,109.77,235.87,265.35,158.76
14219,Otgonbaatar Batbold,M,Wraps,21.0,81.4,205.0,225.0,110.0
14220,Dan Lindquist,M,Raw,54.0,100.8,155.0,215.0,146.0
14221,Adam Peihopa,M,Raw,35.5,115.35,212.5,230.0,162.5
14224,John Carandang,M,Raw,19.0,98.0,200.0,250.0,142.5
14225,Hanming Zhang,M,Wraps,27.0,79.38,180.0,200.0,92.5
14226,Daniel Mahan,M,Raw,50.0,89.9,217.5,227.5,120.0
14228,Derek Reed,M,Raw,20.0,96.9,245.0,270.0,150.0
14229,AJ Rose,M,Single-ply,18.0,89.1,257.5,235.0,210.0
14231,Georges Auberval,M,Raw,59.5,64.56,150.0,172.5,62.5
14232,Marcelino Sanchez,M,Wraps,18.0,68.4,180.0,182.5,102.5
14236,Robert Adams,M,Raw,27.0,136.71,329.76,329.76,222.26
14237,Kevin Marotte,M,Raw,28.5,81.6,202.5,225.0,127.5
14239,Kordell Cole,M,Raw,21.0,73.2,165.0,237.5,102.5
14241,Dmitry Lihanov,M,Raw,34.5,103.1,317.5,315.0,221.0
14243,Andrew Cairney,M,Multi-ply,38.0,129.3,390.0,330.0,270.0
14244,Kevin Nieznanski,M,Single-ply,43.0,95.44,195.0,197.5,117.5
14245,Mihaly Bakó,M,Wraps,41.5,84.8,202.5,222.5,137.5
14246,Chris Mocerino,M,Raw,18.0,72.3,165.0,27.5,105.0
14249,Michael Stevens,M,Wraps,60.0,81.28,102.06,165.56,99.79
14250,Paul Bilski,M,Raw,19.0,78.0,185.0,217.5,110.0
14251,Joe Austin,M,Raw,27.0,81.6,192.5,245.0,145.0
14252,Gregor Loosen,M,Raw,27.5,104.25,235.0,295.0,165.0
14254,Etienne Delforge,M,Raw,19.5,81.67,190.0,210.0,100.0
14255,Navrit Singh,M,Raw,15.0,62.32,142.5,170.0,80.0
14256,John Gustmeidl,M,Raw,20.0,73.6,182.5,255.0,115.0
14257,Ryan Todd,M,Raw,23.0,89.6,227.5,260.0,145.0
14258,Sinjin Howerton,M,Raw,22.0,121.61,217.5,285.0,192.5
14259,Troy Becker,M,Wraps,22.0,80.0,227.5,267.5,140.0
14260,Kiril Mihaylov,M,Raw,37.5,100.14,125.0,125.0,210.0
14261,Connor Finucane,M,Raw,17.5,71.8,152.5,190.0,107.5
14262,Jason Taylor,M,Raw,29.5,82.65,170.0,205.0,122.5
14263,Orlando Pescador Jr,M,Raw,23.5,64.4,150.0,210.0,100.0
14265,Jeff Norris,M,Wraps,36.0,197.5,207.5,250.0,200.0
14266,Brian Kiraly,M,Single-ply,31.0,82.28,245.0,265.0,182.5
14269,Cody Scharf,M,Wraps,29.0,96.39,227.5,222.5,147.5
14270,Piotr Jakimiuk,M,Raw,29.5,73.7,245.0,262.5,162.5
14274,Hans Grant,M,Raw,29.0,99.8,240.0,267.5,202.5
14275,Michael Scokowski,M,Raw,23.0,81.9,205.0,257.5,165.0
14278,Adil Khan,M,Raw,22.5,72.95,207.5,245.0,142.5
14280,James Fowler,M,Raw,26.0,89.6,272.5,317.5,182.5
14282,Jevar Williams,M,Raw,36.0,82.3,190.0,232.5,150.0
14283,Boris Savkovic,M,Raw,17.5,79.15,187.5,202.5,122.5
14285,Gavin Brown,M,Raw,25.5,104.15,225.0,295.0,155.0
14287,Franklin Rossetti,M,Raw,23.0,73.4,175.0,210.0,130.0
14288,Jacob Rothenberg,M,Wraps,22.0,102.51,220.0,215.0,125.0
14290,Mikhail Brusser,M,Raw,64.5,73.5,125.0,182.5,110.0
14291,Martin Hinteregger,M,Single-ply,19.5,92.7,267.5,245.0,170.0
14292,Brandon Walker,M,Raw,28.0,98.4,210.0,260.0,155.0
14294,Matt Muccigrosso,M,Raw,57.5,89.14,200.0,230.0,160.0
14295,Stacy Hover,M,Raw,41.5,116.7,205.0,210.0,137.5
14296,Joshua Martinez,M,Wraps,27.0,121.0,235.0,280.0,152.5
14297,Ben Steinhauer,M,Raw,25.0,83.4,200.0,242.5,122.5
14300,Andrew Lorino,M,Wraps,27.0,89.6,250.0,260.0,190.0
14303,Andras Gado,M,Multi-ply,27.0,97.4,310.0,270.0,212.5
14304,Justin Steyer,M,Raw,38.5,147.1,292.5,295.0,185.0
14306,Albert Fontaine,M,Wraps,56.0,75.21,136.08,165.56,106.59
14307,Eric Nguyen,M,Raw,19.0,67.45,152.5,205.0,100.0
14308,Benjamin Jeon,M,Raw,19.5,80.5,170.0,182.5,120.0
14309,Rick Markham,M,Wraps,34.0,120.0,275.0,315.0,162.5
14310,Joseph Kaas,M,Raw,22.0,98.5,190.0,227.5,117.5
14311,Ethan Ward,M,Raw,14.5,72.94,150.0,165.0,95.0
14312,Lyndon Le,M,Raw,20.5,73.6,200.0,225.0,130.0
14313,Derek Viet,M,Raw,24.5,76.0,230.0,240.0,150.0
14317,Steven Hale,M,Raw,24.5,91.4,162.5,205.0,122.5
14318,Buck Ammons,M,Raw,16.0,54.6,92.5,125.0,60.0
14319,Jeremy Babin,M,Wraps,24.0,82.4,190.0,245.0,147.5
14321,Randy Quinn,M,Wraps,17.0,85.87,225.0,232.5,122.5
14322,Gary Grissinger,M,Wraps,50.0,98.7,257.5,317.5,167.5
14323,Franz Custodio,M,Raw,20.5,60.55,170.0,195.0,107.5
